id;idAlbum;duracion;nombre;ruta128;ruta320
1102;126;240.0;Save Your Tears;C:/128/weeknd_2.ogg;C:/320/weeknd_2.ogg
1103;126;230.0;In Your Eyes;C:/128/weeknd_3.ogg;C:/320/weeknd_3.ogg
1104;126;225.0;After Hours;C:/128/weeknd_4.ogg;C:/320/weeknd_4.ogg
1105;127;245.0;Hurricane;C:/128/kanye_1.ogg;C:/320/kanye_1.ogg
1106;127;240.0;Jail;C:/128/kanye_2.ogg;C:/320/kanye_2.ogg
1107;127;235.0;Off the Grid;C:/128/kanye_3.ogg;C:/320/kanye_3.ogg
1108;127;230.0;Praise God;C:/128/kanye_4.ogg;C:/320/kanye_4.ogg
1109;128;250.0;Way 2 Sexy;C:/128/drake_1.ogg;C:/320/drake_1.ogg
1110;128;245.0;Girls Want Girls;C:/128/drake_2.ogg;C:/320/drake_2.ogg
1111;128;240.0;Fair Trade;C:/128/drake_3.ogg;C:/320/drake_3.ogg
1112;128;235.0;Champagne Poetry;C:/128/drake_4.ogg;C:/320/drake_4.ogg
1113;129;220.0;Break My Soul;C:/128/beyonce_1.ogg;C:/320/beyonce_1.ogg
1114;129;215.0;Cuff It;C:/128/beyonce_2.ogg;C:/320/beyonce_2.ogg
1115;129;225.0;Alien Superstar;C:/128/beyonce_3.ogg;C:/320/beyonce_3.ogg
1116;129;230.0;Energy;C:/128/beyonce_4.ogg;C:/320/beyonce_4.ogg
1117;130;235.0;Work;C:/128/rihanna_1.ogg;C:/320/rihanna_1.ogg
1118;130;240.0;Needed Me;C:/128/rihanna_2.ogg;C:/320/rihanna_2.ogg
1119;130;230.0;Love on the Brain;C:/128/rihanna_3.ogg;C:/320/rihanna_3.ogg
1120;130;225.0;Kiss It Better;C:/128/rihanna_4.ogg;C:/320/rihanna_4.ogg
1121;131;245.0;Teenage Dream;C:/128/katy_1.ogg;C:/320/katy_1.ogg
1122;131;240.0;California Gurls;C:/128/katy_2.ogg;C:/320/katy_2.ogg
1123;131;235.0;Firework;C:/128/katy_3.ogg;C:/320/katy_3.ogg
1124;131;230.0;Last Friday Night;C:/128/katy_4.ogg;C:/320/katy_4.ogg
1125;132;250.0;Thank U, Next;C:/128/ariana_1.ogg;C:/320/ariana_1.ogg
1126;132;245.0;7 Rings;C:/128/ariana_2.ogg;C:/320/ariana_2.ogg
1127;132;240.0;Break Up With Your;C:/128/ariana_3.ogg;C:/320/ariana_3.ogg
1128;132;235.0;NASA;C:/128/ariana_4.ogg;C:/320/ariana_4.ogg
1129;133;220.0;Just Dance;C:/128/gaga_1.ogg;C:/320/gaga_1.ogg
1130;133;215.0;Poker Face;C:/128/gaga_2.ogg;C:/320/gaga_2.ogg
1131;133;225.0;Bad Romance;C:/128/gaga_3.ogg;C:/320/gaga_3.ogg
1132;133;230.0;Paparazzi;C:/128/gaga_4.ogg;C:/320/gaga_4.ogg
1133;134;235.0;Vivir Mi Vida;C:/128/marc_1.ogg;C:/320/marc_1.ogg
1134;134;240.0;Flor Pálida;C:/128/marc_2.ogg;C:/320/marc_2.ogg
1135;134;230.0;Y Hubo Alguien;C:/128/marc_3.ogg;C:/320/marc_3.ogg
1136;134;225.0;Valió la Pena;C:/128/marc_4.ogg;C:/320/marc_4.ogg
1137;135;245.0;I Like It;C:/128/enrique_1.ogg;C:/320/enrique_1.ogg
1138;135;240.0;Tonight;C:/128/enrique_2.ogg;C:/320/enrique_2.ogg
1139;135;235.0;Heartbeat;C:/128/enrique_3.ogg;C:/320/enrique_3.ogg
1140;135;230.0;Dirty Dancer;C:/128/enrique_4.ogg;C:/320/enrique_4.ogg
1141;136;250.0;Rakata;C:/128/wisin_1.ogg;C:/320/wisin_1.ogg
1142;136;245.0;Llamé Pa' Verte;C:/128/wisin_2.ogg;C:/320/wisin_2.ogg
1143;136;240.0;Pam Pam;C:/128/wisin_3.ogg;C:/320/wisin_3.ogg
1144;136;235.0;Noche de Entierro;C:/128/wisin_4.ogg;C:/320/wisin_4.ogg
1145;137;220.0;Plakito;C:/128/yandel_1.ogg;C:/320/yandel_1.ogg
1146;137;215.0;Encantadora;C:/128/yandel_2.ogg;C:/320/yandel_2.ogg
1147;137;225.0;Hasta Abajo;C:/128/yandel_3.ogg;C:/320/yandel_3.ogg
1148;137;230.0;Movimiento de Cadera;C:/128/yandel_4.ogg;C:/320/yandel_4.ogg
1149;138;235.0;Danza Kuduro;C:/128/domar_1.ogg;C:/320/domar_1.ogg
1150;138;240.0;Virtual Diva;C:/128/domar_2.ogg;C:/320/domar_2.ogg
1151;138;230.0;Ella y Yo;C:/128/domar_3.ogg;C:/320/domar_3.ogg
1152;138;225.0;Pobre Diabla;C:/128/domar_4.ogg;C:/320/domar_4.ogg
1153;139;245.0;Criminal;C:/128/natti_1.ogg;C:/320/natti_1.ogg
1154;139;240.0;Quién Sabe;C:/128/natti_2.ogg;C:/320/natti_2.ogg
1155;139;235.0;La Mejor Versión;C:/128/natti_3.ogg;C:/320/natti_3.ogg
1156;139;230.0;Justicia;C:/128/natti_4.ogg;C:/320/natti_4.ogg
1157;140;250.0;Krippy Kush;C:/128/farruko_1.ogg;C:/320/farruko_1.ogg
1158;140;245.0;Calma;C:/128/farruko_2.ogg;C:/320/farruko_2.ogg
1159;140;240.0;Inolvidable;C:/128/farruko_3.ogg;C:/320/farruko_3.ogg
1160;140;235.0;Sunset;C:/128/farruko_4.ogg;C:/320/farruko_4.ogg
1161;141;220.0;La Curiosidad;C:/128/myke_1.ogg;C:/320/myke_1.ogg
1162;141;215.0;Pareja del Año;C:/128/myke_2.ogg;C:/320/myke_2.ogg
1163;141;225.0;Diosa;C:/128/myke_3.ogg;C:/320/myke_3.ogg
1164;141;230.0;Lala;C:/128/myke_4.ogg;C:/320/myke_4.ogg
1165;142;235.0;Medallo;C:/128/blessd_1.ogg;C:/320/blessd_1.ogg
1166;142;240.0;Poblado;C:/128/blessd_2.ogg;C:/320/blessd_2.ogg
1167;142;230.0;Pantysito;C:/128/blessd_3.ogg;C:/320/blessd_3.ogg
1168;142;225.0;Jordan;C:/128/blessd_4.ogg;C:/320/blessd_4.ogg
1169;143;245.0;Mujeriego;C:/128/ryan_1.ogg;C:/320/ryan_1.ogg
1170;143;240.0;Monastery;C:/128/ryan_2.ogg;C:/320/ryan_2.ogg
1171;143;235.0;Leona;C:/128/ryan_3.ogg;C:/320/ryan_3.ogg
1172;143;230.0;Noche de Teteo;C:/128/ryan_4.ogg;C:/320/ryan_4.ogg
1173;144;250.0;Classy 101;C:/128/miko_1.ogg;C:/320/miko_1.ogg
1174;144;245.0;Lisa;C:/128/miko_2.ogg;C:/320/miko_2.ogg
1175;144;240.0;Wiggy;C:/128/miko_3.ogg;C:/320/miko_3.ogg
1176;144;235.0;Riri;C:/128/miko_4.ogg;C:/320/miko_4.ogg
117
